,Artist,Birth,Death,Acquisition
1660,Fausto Melotti,1901,1986,1958
1661,Anni Albers,1899,1994,1965
1667,Stig Lindberg,1916,1982,1958
1672,Stig Lindberg,1916,1982,1958
1673,Paul Mayen,1918,2000,1965
1676,Walter Von Nessen,1889,1943,1934
1678,Stig Lindberg,1916,1982,1958
1679,Ed Rossbach,1914,2002,1965
1680,Walter Von Nessen,1889,1943,1934
1681,Tapio Wirkkala,1915,1985,1958
1684,Walter Von Nessen,1889,1943,1934
1686,Tapio Wirkkala,1915,1985,1958
1688,Pamela Woodhead,1955,2009,1986
1690,Timo Sarpaneva,1926,2006,1958
1693,Paolo Venini,1895,1959,1958
1694,Jacob Jensen,1926,2015,1979
1695,John G. Rideout,1898,1951,1944
1696,Sven Palmqvist,1906,1984,1958
1697,Sven Palmqvist,1906,1984,1958
1699,Umberto Nason,1889,1964,1958
1702,Nanny Still,1926,2009,1958
1704,Tapio Wirkkala,1915,1985,1962
1706,Saara Hopea,1925,1984,1958
1707,Tapio Wirkkala,1915,1985,1962
1712,Nanny Still,1926,2009,1962
1714,Kaj Franck,1911,1989,1954
1715,Yki Nummi,1925,1984,1958
1716,Nanny Still,1926,2009,1962
1717,Richard Sapper,1932,2015,1979
1721,Walter Dorwin Teague,1883,1960,1934
1722,Gino Sarfatti,1912,1985,1958
1724,Walter Dorwin Teague,1883,1960,1934
1727,Charles Eames,1907,1978,1958
1729,Harry Bertoia,1915,1978,1958
1730,José Echavé,1907,1999,1962
1731,Dora Jung,1906,1980,1958
1733,Benita Koch-Otte,1892,1976,1958
1735,Charles Currey,1890,1973,1962
1739,Anni Albers,1899,1994,1958
1740,Howard Head,1914,1991,1962
1742,Kaj Franck,1911,1989,1958
1745,Timo Sarpaneva,1926,2006,1958
1758,Saara Hopea,1925,1984,1984
1759,Saara Hopea,1925,1984,1984
1760,Saara Hopea,1925,1984,1984
1761,Saara Hopea,1925,1984,1984
1766,Vico Magistretti,1920,2006,1984
1769,Allan Gittler (Avraham Bar Rashi),1928,2002,1976
1775,Bruno Mathsson,1907,1988,1976
1783,George Nelson,1908,1986,1984
1845,Paul Mayen,1918,2000,1977
1846,Robert Welch,1929,2000,1960
1852,Richard Sapper,1932,2015,1977
1853,Nathan George Horwitt,1898,1990,1960
1858,Tapio Wirkkala,1915,1985,1960
1859,Verner Panton,1926,1998,1969
1860,Ward Bennett,1917,2003,1960
1861,Ward Bennett,1917,2003,1960
1864,David Gammon,1933,2005,1969
1870,Bruno Munari,1907,1998,1960
1872,Tapio Wirkkala,1915,1985,1966
1873,Kristian Vedel,1923,2003,1960
1875,Laura Andreson,1902,1999,1950
1876,Kristian Vedel,1923,2003,1960
1877,Max Bill,1908,1994,1961
1879,Arne Jacobsen,1902,1971,1969
1880,Charles Eames,1907,1978,1950
1884,Arne Jacobsen,1902,1971,1969
1885,Gae Aulenti,1930,2012,1982
1890,Charles Eames,1907,1978,1950
1892,Sven Palmqvist,1906,1984,1961
1893,Joe Colombo,1930,1971,1966
1894,W. D. Randall,1908,1989,1969
1898,Nils Landberg,1907,1991,1961
1901,Bruno Munari,1907,1998,1966
1903,Davis J. Pratt,1917,1987,1950
1916,Achille Castiglioni,1918,2002,1985
1921,Morison S. Cousins,1934,2001,1985
1923,Gianfranco Frattini,1926,2004,1985
1926,Gianfranco Frattini,1926,2004,1985
1929,Gianfranco Frattini,1926,2004,1985
1951,Ed Rossbach,1914,2002,1985
1956,Eva Zeisel,1906,2011,1994
1957,Paolo Venini,1895,1959,1938
1958,Anni Albers,1899,1994,1951
1960,Rodolfo Bonetto,1929,1991,1972
1963,Anni Albers,1899,1994,1951
1964,Hans Coper,1920,1981,1960
1966,Anni Albers,1899,1994,1951
1967,Anni Albers,1899,1994,1960
1969,Anni Albers,1899,1994,1951
1970,Anni Albers,1899,1994,1960
1972,Anni Albers,1899,1994,1951
1973,Anni Albers,1899,1994,1960
1975,Anni Albers,1899,1994,1951
1976,Anni Albers,1899,1994,1960
1977,Vico Magistretti,1920,2006,1972
1979,Anni Albers,1899,1994,1951
1980,Vico Magistretti,1920,2006,1972
1982,Anni Albers,1899,1994,1951
1983,Vico Magistretti,1920,2006,1972
1985,Vico Magistretti,1920,2006,1972
1987,Anni Albers,1899,1994,1951
1990,Anni Albers,1899,1994,1951
1991,Dr. John McArthur,1901,1996,1972
1993,Anni Albers,1899,1994,1951
1995,Anni Albers,1899,1994,1951
1997,Anni Albers,1899,1994,1951
1999,Anni Albers,1899,1994,1951
2002,Anni Albers,1899,1994,1951
2003,Roberto Sambonet,1924,1995,1972
2005,Marianne Brandt,1893,1983,1938
2006,Marianne Brandt,1893,1983,1938
2007,Marianne Brandt,1893,1983,1938
2008,Anni Albers,1899,1994,1951
2010,Anni Albers,1899,1994,1951
2012,Marianne Brandt,1893,1983,1938
2013,Anni Albers,1899,1994,1951
2014,Anni Albers,1899,1994,1951
2015,Tapio Wirkkala,1915,1985,1964
2017,Anni Albers,1899,1994,1951
2018,Yki Nummi,1925,1984,1964
2019,Anni Albers,1899,1994,1951
2021,Anni Albers,1899,1994,1951
2025,Anni Albers,1899,1994,1951
2028,Anni Albers,1899,1994,1951
2031,Anni Albers,1899,1994,1951
2035,Anni Albers,1899,1994,1951
2038,Anni Albers,1899,1994,1951
2041,Anni Albers,1899,1994,1951
2044,Anni Albers,1899,1994,1951
2047,Anni Albers,1899,1994,1951
2050,Anni Albers,1899,1994,1951
2052,Anni Albers,1899,1994,1951
2054,Anni Albers,1899,1994,1951
2056,Anni Albers,1899,1994,1951
2059,Anni Albers,1899,1994,1951
2063,Anni Albers,1899,1994,1951
2067,Anni Albers,1899,1994,1951
2070,Anni Albers,1899,1994,1951
2077,Anni Albers,1899,1994,1951
2078,Ludwig Mies van der Rohe,1886,1969,1956
2081,Anni Albers,1899,1994,1951
2082,Ludwig Mies van der Rohe,1886,1969,1956
2085,Anni Albers,1899,1994,1951
2086,Eero Saarinen,1910,1961,1956
2089,Anni Albers,1899,1994,1951
2090,Charles Eames,1907,1978,1956
2094,Anni Albers,1899,1994,1951
2095,Harry Bertoia,1915,1978,1956
2098,Saara Hopea,1925,1984,1983
2099,Anni Albers,1899,1994,1951
2100,Charles Eames,1907,1978,1956
2101,Anni Albers,1899,1994,1970
2102,Anni Albers,1899,1994,1970
2103,Anni Albers,1899,1994,1970
2104,Anni Albers,1899,1994,1970
2105,Anni Albers,1899,1994,1970
2106,Anni Albers,1899,1994,1970
2107,Anni Albers,1899,1994,1970
2108,Anni Albers,1899,1994,1970
2109,Anni Albers,1899,1994,1970
2110,Anni Albers,1899,1994,1970
2111,Anni Albers,1899,1994,1970
2112,Anni Albers,1899,1994,1970
2113,Anni Albers,1899,1994,1970
2114,Anni Albers,1899,1994,1970
2115,Anni Albers,1899,1994,1970
2116,Anni Albers,1899,1994,1970
2117,Anni Albers,1899,1994,1970
2118,Anni Albers,1899,1994,1970
2119,Anni Albers,1899,1994,1970
2120,Anni Albers,1899,1994,1970
2121,Anni Albers,1899,1994,1970
2122,Anni Albers,1899,1994,1970
2123,Anni Albers,1899,1994,1970
2124,Anni Albers,1899,1994,1970
2125,Anni Albers,1899,1994,1970
2126,Anni Albers,1899,1994,1970
2127,Anni Albers,1899,1994,1970
2128,Anni Albers,1899,1994,1970
2129,Anni Albers,1899,1994,1970
2130,Anni Albers,1899,1994,1970
2131,Anni Albers,1899,1994,1970
2132,Anni Albers,1899,1994,1970
2133,Anni Albers,1899,1994,1970
2134,Anni Albers,1899,1994,1970
2135,Anni Albers,1899,1994,1970
2136,Anni Albers,1899,1994,1970
2137,Anni Albers,1899,1994,1970
2140,Bruno Munari,1907,1998,1963
2145,Richard Kelly,1910,1977,1942
2147,Wilhelm Wagenfeld,1900,1990,1982
2148,Wilhelm Wagenfeld,1900,1990,1982
2149,Wilhelm Wagenfeld,1900,1990,1982
2150,Wilhelm Wagenfeld,1900,1990,1982
2151,Wilhelm Wagenfeld,1900,1990,1982
2152,Wilhelm Wagenfeld,1900,1990,1982
2153,Wilhelm Wagenfeld,1900,1990,1982
2154,Wilhelm Wagenfeld,1900,1990,1982
2155,Wilhelm Wagenfeld,1900,1990,1982
2156,Wilhelm Wagenfeld,1900,1990,1982
2157,Wilhelm Wagenfeld,1900,1990,1982
2158,Wilhelm Wagenfeld,1900,1990,1982
2159,Wilhelm Wagenfeld,1900,1990,1982
2160,Wilhelm Wagenfeld,1900,1990,1982
2161,Wilhelm Wagenfeld,1900,1990,1982
2162,Wilhelm Wagenfeld,1900,1990,1982
2163,Wilhelm Wagenfeld,1900,1990,1982
2166,Anni Albers,1899,1994,1951
2167,Anni Albers,1899,1994,1951
2168,Rodolfo Bonetto,1929,1991,1972
2170,Anni Albers,1899,1994,1951
2172,Anni Albers,1899,1994,1951
2174,Anni Albers,1899,1994,1951
2177,Anni Albers,1899,1994,1951
2180,Anni Albers,1899,1994,1951
2183,Anni Albers,1899,1994,1951
2186,Anni Albers,1899,1994,1951
2187,James Prestini,1908,1993,1960
2190,Anni Albers,1899,1994,1951
2191,James Prestini,1908,1993,1960
2194,Anni Albers,1899,1994,1951
2195,James Prestini,1908,1993,1960
2197,Anni Albers,1899,1994,1951
2198,James Prestini,1908,1993,1960
2200,Eva Zeisel,1906,2011,1994
2201,Eva Zeisel,1906,2011,1994
2202,Eva Zeisel,1906,2011,1994
2203,Carlo Scarpa,1906,1978,1938
2204,Carlo Scarpa,1906,1978,1938
2205,Anni Albers,1899,1994,1951
2206,James Prestini,1908,1993,1960
2207,Anni Albers,1899,1994,1970
2208,Anni Albers,1899,1994,1970
2209,Anni Albers,1899,1994,1970
2210,Anni Albers,1899,1994,1970
2211,Anni Albers,1899,1994,1970
2212,Anni Albers,1899,1994,1970
2213,Anni Albers,1899,1994,1970
2214,Anni Albers,1899,1994,1970
2215,Anni Albers,1899,1994,1970
2216,Anni Albers,1899,1994,1970
2217,Anni Albers,1899,1994,1970
2218,Anni Albers,1899,1994,1970
2219,Anni Albers,1899,1994,1970
2220,Anni Albers,1899,1994,1970
2221,Anni Albers,1899,1994,1970
2222,Anni Albers,1899,1994,1970
2223,Anni Albers,1899,1994,1970
2224,Anni Albers,1899,1994,1970
2225,Anni Albers,1899,1994,1970
2226,Anni Albers,1899,1994,1970
2227,Anni Albers,1899,1994,1970
2228,Anni Albers,1899,1994,1970
2229,Anni Albers,1899,1994,1970
2230,Anni Albers,1899,1994,1970
2231,Anni Albers,1899,1994,1970
2232,Anni Albers,1899,1994,1970
2234,Saara Hopea,1925,1984,1983
2235,Anni Albers,1899,1994,1951
2238,Saara Hopea,1925,1984,1983
2239,Anni Albers,1899,1994,1951
2242,Fulvio Bianconi,1915,1996,1974
2245,Anni Albers,1899,1994,1951
2250,Anni Albers,1899,1994,1951
2251,Paul Mayen,1918,2000,1956
2258,Max Bill,1908,1994,1956
2270,Robert P. Gottlieb,1921,1977,1974
2275,Lucie Rie,1902,1995,1987
2284,Ettore Sottsass,1917,2007,1987
2294,Lucie Rie,1902,1995,1956
2295,Joe Colombo,1930,1971,1970
2302,Isamu Kenmochi,1912,1971,1964
2308,Isamu Kenmochi,1912,1971,1964
2313,Isamu Kenmochi,1912,1971,1964
2318,Marko Turk,1920,1999,1964
2322,Tapio Wirkkala,1915,1985,1956
2323,Marko Turk,1920,1999,1964
2325,Gunta Stölzl,1897,1983,1983
2330,Gunta Stölzl,1897,1983,1983
2331,Richard Sapper,1932,2015,1997
2332,Gio Ponti,1891,1979,1956
2335,Timo Sarpaneva,1926,2006,1997
2336,Wilhelm Wagenfeld,1900,1990,1956
2337,Nathan George Horwitt,1898,1990,1970
2338,Roberto Sambonet,1924,1995,1974
2340,Wilhelm Wagenfeld,1900,1990,1956
2342,Moik Schiele,1938,1993,1974
2344,Eva Zeisel,1906,2011,1997
2345,Wilhelm Wagenfeld,1900,1990,1956
2347,Oswald Haerdtl,1899,1959,1956
2348,Owen F. Maclaren,1906,1978,1970
2350,Umberto Nason,1889,1964,1956
2351,Umberto Nason,1889,1964,1956
2352,Umberto Nason,1889,1964,1956
2353,Umberto Nason,1889,1964,1956
2354,Umberto Nason,1889,1964,1956
2355,Umberto Nason,1889,1964,1956
2356,Umberto Nason,1889,1964,1956
2357,Umberto Nason,1889,1964,1956
2358,Umberto Nason,1889,1964,1956
2359,Umberto Nason,1889,1964,1956
2360,Umberto Nason,1889,1964,1956
2361,Umberto Nason,1889,1964,1956
2362,Umberto Nason,1889,1964,1956
2363,Umberto Nason,1889,1964,1956
2364,Umberto Nason,1889,1964,1956
2365,Umberto Nason,1889,1964,1956
2366,Umberto Nason,1889,1964,1956
2367,Roberto Matta,1911,2002,1970
2368,Marco Zanuso,1916,2001,1974
2375,Gunta Stölzl,1897,1983,1970
2376,Gunta Stölzl,1897,1983,1970
2377,Gunta Stölzl,1897,1983,1970
2378,Gunta Stölzl,1897,1983,1970
2379,Gunta Stölzl,1897,1983,1970
2380,Gunta Stölzl,1897,1983,1970
2381,Gunta Stölzl,1897,1983,1970
2382,Gunta Stölzl,1897,1983,1970
2383,Gunta Stölzl,1897,1983,1970
2384,Gunta Stölzl,1897,1983,1970
2385,Gunta Stölzl,1897,1983,1970
2386,Gunta Stölzl,1897,1983,1970
2387,Gunta Stölzl,1897,1983,1970
2388,Gunta Stölzl,1897,1983,1970
2389,Gunta Stölzl,1897,1983,1970
2390,Gunta Stölzl,1897,1983,1970
2391,Gunta Stölzl,1897,1983,1970
2392,Gunta Stölzl,1897,1983,1970
2393,Gunta Stölzl,1897,1983,1970
2394,Gunta Stölzl,1897,1983,1970
2395,Gunta Stölzl,1897,1983,1970
2396,Gunta Stölzl,1897,1983,1970
2397,Gunta Stölzl,1897,1983,1970
2398,Gunta Stölzl,1897,1983,1970
2399,Gunta Stölzl,1897,1983,1970
2400,Gunta Stölzl,1897,1983,1970
2401,Gunta Stölzl,1897,1983,1970
2402,Gunta Stölzl,1897,1983,1970
2410,Marco Zanuso,1916,2001,1970
2412,Vico Magistretti,1920,2006,1978
2416,Magnus Stephensen,1903,1984,1953
2417,Van Day Truex,1904,1979,1978
2418,Hans Wegner,1914,2007,1953
2420,Gerrit Rietveld,1888,1964,1953
2422,Bruno Munari,1907,1998,1978
2423,Gerrit Rietveld,1888,1964,1953
2425,Bruno Munari,1907,1998,1978
2426,Wolfgang von Wersin,1882,1976,1956
2427,Hugo Leven,1874,1956,1956
2428,Christian Dell,1893,1974,1953
2429,Marcello Nizzoli,1887,1969,1953
2430,Peter Schlumbohm,1896,1962,1956
2432,Peter Schlumbohm,1896,1962,1956
2434,Fulvio Bianconi,1915,1996,1953
2435,Fulvio Bianconi,1915,1996,1953
2436,Fulvio Bianconi,1915,1996,1953
2437,Peter Schlumbohm,1896,1962,1956
2439,W. Archibald Welden,1900,1970,1956
2444,Carl-Harry Stålhane,1920,1990,1954
2446,Richard Süssmuth,1900,1974,1954
2450,Ward Bennett,1917,2003,1981
2451,Ward Bennett,1917,2003,1981
2452,Ward Bennett,1917,2003,1981
2453,Ward Bennett,1917,2003,1981
2454,Ward Bennett,1917,2003,1981
2455,Ward Bennett,1917,2003,1981
2457,Marcel Breuer,1902,1981,1981
2458,Anni Albers,1899,1994,1954
2463,Andreas Moritz,1901,1983,1981
2465,Otto Natzler,1908,2007,1981
2466,Trude Petri-Raben,1906,1998,1981
2473,Ludwig Mies van der Rohe,1886,1969,1963
2475,Josef Albers,1888,1976,1963
2477,Rodolfo Bonetto,1929,1991,1963
2488,Marcel Breuer,1902,1981,1980
2489,Marcel Breuer,1902,1981,1980
2500,Vico Magistretti,1920,2006,1980
2501,Vico Magistretti,1920,2006,1980
2502,Vico Magistretti,1920,2006,1980
2505,James Prestini,1908,1993,1980
2506,James Prestini,1908,1993,1980
2507,James Prestini,1908,1993,1980
2508,James Prestini,1908,1993,1980
2509,James Prestini,1908,1993,1980
2510,James Prestini,1908,1993,1980
2511,James Prestini,1908,1993,1980
2512,James Prestini,1908,1993,1980
2513,James Prestini,1908,1993,1980
2514,James Prestini,1908,1993,1980
2515,James Prestini,1908,1993,1980
2516,James Prestini,1908,1993,1980
2517,Folke Arstrom,1907,1997,1954
2518,James Prestini,1908,1993,1980
2520,James Prestini,1908,1993,1980
2521,Kitaoji Rosanjin,1883,1959,1954
2522,James Prestini,1908,1993,1980
2523,Kitaoji Rosanjin,1883,1959,1954
2524,James Prestini,1908,1993,1980
2525,Kitaoji Rosanjin,1883,1959,1954
2526,Lucie Rie,1902,1995,1980
2527,Kitaoji Rosanjin,1883,1959,1954
2528,Lucie Rie,1902,1995,1980
2529,Kitaoji Rosanjin,1883,1959,1954
2534,Earl S. Tupper,1907,1983,1954
2536,Earl S. Tupper,1907,1983,1954
2538,Erik Hjorth,1906,1982,1954
2539,Kaj Franck,1911,1989,1954
2540,Greta Magnusson Grossman,1906,1999,1954
2544,Don Wallance,1909,1990,1939
2551,Roberto Sambonet,1924,1995,1995
2552,Timo Sarpaneva,1926,2006,1995
2553,Timo Sarpaneva,1926,2006,1995
2554,Timo Sarpaneva,1926,2006,1995
2556,Carl Auböck,1924,1993,1959
2557,Carl Auböck,1924,1993,1959
2558,Carl Auböck,1924,1993,1959
2559,Carl Auböck,1924,1993,1959
2560,Carl Auböck,1924,1993,1959
2561,Jan Bontjes van Beek,1899,1969,1959
2562,W. Archibald Welden,1900,1970,1956
2564,Josef Hartwig,1880,1955,1953
2565,W. Archibald Welden,1900,1970,1956
2572,Lurelle Guild,1898,1986,1956
2579,Antti Nurmesniemi,1927,2003,1990
2580,Antti Nurmesniemi,1927,2003,1990
2587,W. Archibald Welden,1900,1970,1956
2589,John Hays Hammond,1888,1965,1956
2593,Earl S. Tupper,1907,1983,1956
2595,Earl S. Tupper,1907,1983,1956
2596,Earl S. Tupper,1907,1983,1956
2599,Earl S. Tupper,1907,1983,1956
2601,Earl S. Tupper,1907,1983,1956
2604,Earl S. Tupper,1907,1983,1956
2607,Earl S. Tupper,1907,1983,1956
2611,Earl S. Tupper,1907,1983,1956
2612,Marcel Breuer,1902,1981,1977
2614,Earl S. Tupper,1907,1983,1956
2615,Earl S. Tupper,1907,1983,1956
2617,Earl S. Tupper,1907,1983,1956
2618,Earl S. Tupper,1907,1983,1956
2620,Earl S. Tupper,1907,1983,1956
2621,Earl S. Tupper,1907,1983,1956
2622,Earl S. Tupper,1907,1983,1956
2623,Earl S. Tupper,1907,1983,1956
2624,Earl S. Tupper,1907,1983,1956
2625,Earl S. Tupper,1907,1983,1956
2626,Earl S. Tupper,1907,1983,1956
2632,Isamu Noguchi,1904,1988,1977
2635,Tapio Wirkkala,1915,1985,1977
2637,Harry Bertoia,1915,1978,1954
2639,Ludwig Mies van der Rohe,1886,1969,1954
2646,Rudolph De Harak,1924,2001,1966
2647,Alvar Aalto,1898,1976,1943
2648,Rudolph De Harak,1924,2001,1966
2649,Alvar Aalto,1898,1976,1943
2650,Rudolph De Harak,1924,2001,1966
2651,Gene Hurwitt,1906,1988,1966
2652,W. D. Randall,1908,1989,1966
2653,Gerald Abramovitz,1928,2011,1966
2654,Nanny Still,1926,2009,1966
2655,Verner Panton,1926,1998,1966
2656,James Prestini,1908,1993,1943
2657,Gino Valle,1923,2003,1966
2658,James Prestini,1908,1993,1943
2659,Gunnar Aagaard Andersen,1919,1982,1966
2660,James Prestini,1908,1993,1943
2661,Tapio Wirkkala,1915,1985,1966
2670,Saara Hopea,1925,1984,1983
2671,Kaj Franck,1911,1989,1983
2678,George Lynn,1941,1983,1983
2682,Timo Sarpaneva,1926,2006,1983
2683,Timo Sarpaneva,1926,2006,1983
2687,Wilhelm Wagenfeld,1900,1990,1983
2688,Walter Zapp,1905,2003,1983
2690,Simon Gate,1883,1945,1941
2691,Bruno Mathsson,1907,1988,1942
2692,Alvar Aalto,1898,1976,1942
2693,Alvar Aalto,1898,1976,1942
2694,Marcel Breuer,1902,1981,1942
2695,Marcel Breuer,1902,1981,1942
2696,Marcel Breuer,1902,1981,1942
2699,Marli Ehrman,1904,1982,1942
2700,Marli Ehrman,1904,1982,1942
2701,Marli Ehrman,1904,1982,1942
2702,Marli Ehrman,1904,1982,1942
2703,Marli Ehrman,1904,1982,1942
2704,Marli Ehrman,1904,1982,1942
2705,Marli Ehrman,1904,1982,1942
2706,Marli Ehrman,1904,1982,1942
2707,Marli Ehrman,1904,1982,1942
2708,Marli Ehrman,1904,1982,1942
2709,Marli Ehrman,1904,1982,1942
2710,Marli Ehrman,1904,1982,1942
2711,Marli Ehrman,1904,1982,1942
2712,Marli Ehrman,1904,1982,1942
2713,Marli Ehrman,1904,1982,1942
2714,Marli Ehrman,1904,1982,1942
2717,Virginia Nepodal,1914,2009,1942
2721,Paul Mayen,1918,2000,1965
2722,Paul Mayen,1918,2000,1965
2723,Noémi Raymond,1889,1980,1942
2724,Paul Mayen,1918,2000,1965
2725,Noémi Raymond,1889,1980,1942
2726,Paul Mayen,1918,2000,1965
2727,Noémi Raymond,1889,1980,1942
2728,Paul Mayen,1918,2000,1965
2729,Noémi Raymond,1889,1980,1942
2730,Paul Mayen,1918,2000,1965
2731,Noémi Raymond,1889,1980,1942
2732,Michael Lax,1929,1999,1965
2733,Michael Lax,1929,1999,1965
2734,Michael Lax,1929,1999,1965
2740,Richard Smith,1931,2016,1969
2748,Pio Manzù,1939,1969,1969
2752,Timo Sarpaneva,1926,2006,1969
2754,Vico Magistretti,1920,2006,1968
2757,Marcel Breuer,1902,1981,1968
2758,Marcel Breuer,1902,1981,1968
2760,Pierre Paulin,1927,2009,1968
2761,Pierre Paulin,1927,2009,1968
2762,Vico Magistretti,1920,2006,1968
2765,George Nelson,1908,1986,1968
2769,Walter Zeischegg,1917,1983,1968
2770,Arne Jacobsen,1902,1971,1968
2772,James Prestini,1908,1993,1968
2773,James Prestini,1908,1993,1968
2774,James Prestini,1908,1993,1968
2775,James Prestini,1908,1993,1968
2776,James Prestini,1908,1993,1968
2777,James Prestini,1908,1993,1968
2778,James Prestini,1908,1993,1968
2779,James Prestini,1908,1993,1968
2780,James Prestini,1908,1993,1968
2781,James Prestini,1908,1993,1968
2782,James Prestini,1908,1993,1968
2783,James Prestini,1908,1993,1968
2784,James Prestini,1908,1993,1968
2785,James Prestini,1908,1993,1968
2786,James Prestini,1908,1993,1968
2787,James Prestini,1908,1993,1968
2836,Achille Castiglioni,1918,2002,2000
2838,Grete Jalk,1920,2006,2000
2847,Marco Zanuso,1916,2001,2000
2849,Kenneth Brozen,1927,1989,1967
2850,Kenneth Brozen,1927,1989,1967
2851,Joe Colombo,1930,1971,1967
2853,Danny Ho Fong,1915,1992,1967
2855,Irving Harper,1916,2015,1967
2859,Antti Nurmesniemi,1927,2003,1967
2863,Gino Sarfatti,1912,1985,1967
2865,Robert Welch,1929,2000,1967
2867,Adolph Treidler,1886,1981,1945
2868,Adolph Treidler,1886,1981,1945
2871,Howard Giles,1876,1955,1945
2872,George Hand Wright,1872,1951,1945
2875,Abram Games,1914,1996,1945
2877,Abram Games,1914,1996,1945
2879,Abram Games,1914,1996,1945
2880,Abram Games,1914,1996,1945
2881,Abram Games,1914,1996,1945
2882,Abram Games,1914,1996,1945
2883,Abram Games,1914,1996,1945
2884,Abram Games,1914,1996,1945
2885,Alberto Giacometti,1901,1966,1958
2887,Abram Games,1914,1996,1945
2888,Abram Games,1914,1996,1945
2889,Saul Bass,1920,1996,1960
2890,Abram Games,1914,1996,1945
2891,Herbert Bayer,1900,1985,1960
2892,Abram Games,1914,1996,1945
2893,William Bradley,1868,1962,1960
2894,Abram Games,1914,1996,1945
2895,William Bradley,1868,1962,1960
2896,Abram Games,1914,1996,1945
2897,William Bradley,1868,1962,1960
2898,Abram Games,1914,1996,1945
2899,William Bradley,1868,1962,1960
2900,Abram Games,1914,1996,1945
2901,William Bradley,1868,1962,1960
2902,Abram Games,1914,1996,1945
2903,William Bradley,1868,1962,1960
2904,Abram Games,1914,1996,1945
2905,Le Corbusier (Charles-Édouard Jeanneret),1887,1965,1948
2906,Georges Braque,1882,1963,1960
2907,Abram Games,1914,1996,1945
2908,Roman Cieslewicz,1930,1996,1960
2909,Sonia Delaunay-Terk,1885,1979,1960
2915,Zero (Hans Schleger),1898,1976,1945
2916,Jan Lenica,1928,2001,1960
2917,Zero (Hans Schleger),1898,1976,1945
2919,Zero (Hans Schleger),1898,1976,1945
2920,Josef Mikl,1929,2008,1960
2921,Otis Shepard,1894,1969,1936
2922,Zero (Hans Schleger),1898,1976,1945
2924,Otis Shepard,1894,1969,1936
2925,Zero (Hans Schleger),1898,1976,1945
2926,Josef Müller-Brockmann,1914,1996,1960
2927,Otis Shepard,1894,1969,1936
2928,Eric Henri Kennington,1888,1960,1945
2929,Josef Müller-Brockmann,1914,1996,1960
2930,Otis Shepard,1894,1969,1936
2931,Eric Henri Kennington,1888,1960,1945
2932,Eric Henri Kennington,1888,1960,1945
2933,Pablo Picasso,1881,1973,1960
2934,Eric Henri Kennington,1888,1960,1945
2935,Gerrit Rietveld,1888,1964,1960
2936,Eric Henri Kennington,1888,1960,1945
2937,Gerrit Rietveld,1888,1964,1960
2938,Eric Henri Kennington,1888,1960,1945
2940,A. M. Cassandre,1901,1968,1936
2941,Frederick H. K. Henrion,1914,1990,1945
2943,Frederick H. K. Henrion,1914,1990,1945
2944,Ben Shahn,1898,1969,1960
2945,Frederick H. K. Henrion,1914,1990,1945
2947,A. M. Cassandre,1901,1968,1936
2948,Frederick H. K. Henrion,1914,1990,1945
2950,Frederick H. K. Henrion,1914,1990,1945
2951,Wojciech Zamecznik,1923,1967,1960
2952,Frederick H. K. Henrion,1914,1990,1945
2954,Silvio Coppola,1920,1986,1972
2955,Frederick H. K. Henrion,1914,1990,1945
2956,Frederick H. K. Henrion,1914,1990,1945
2957,Jean Carlu,1900,1997,1958
2958,Frederick H. K. Henrion,1914,1990,1945
2959,Loren MacIver,1909,1998,1958
2961,Frederick H. K. Henrion,1914,1990,1945
2962,Ben Shahn,1898,1969,1958
2963,Carl Bernhard Graf,1926,1968,1960
2965,Kiyoshi Awazu,1929,2009,1990
2967,Kiyoshi Awazu,1929,2009,1990
2970,Kiyoshi Awazu,1929,2009,1990
2976,Thomas Eckersley,1914,1997,1945
2982,Austin Cooper,1890,1964,1945
2983,Heinz Schulz-Neudamm,1899,1969,1961
2985,Shigeo Fukuda,1932,2009,1990
2994,Iurii Annenkov,1889,1974,1947
